distance,"Actuation: compressing","Actuation: releasing","Force: compressing","Force: releasing"
"3.88",1,1,"61.471937321937325","61.12108262108262"
"3.89",1,1,"61.91509971509972","60.742938542938546"
"3.9",1,1,"61.52279202279203","60.93253561253562"
"3.91",1,1,"61.93988603988604","60.994953194953204"
"3.92",1,1,"61.618091168091176","61.041381766381775"
"3.93",1,1,"61.729458689458696","61.47621082621083"
"3.94",1,1,"61.78279202279202","61.16253561253561"
"3.95",1,1,"61.95509971509972","61.122364672364675"
"3.96",1,1,"62.08005698005698","61.234971509971516"
"3.97",1,1,"62.119202279202284","61.42150997150998"
"3.98",1,1,"62.22621082621083","61.81552706552707"
"3.99",1,1,"62.34074074074074","61.427407407407415"
4,1,1,"62.41180301180301","61.600740740740754"
"4.01",1,1,"62.52727920227921","61.7445868945869"
"4.02",1,1,"62.51971509971511","61.91330484330484"
"4.03",1,1,"62.532682132682126","62.12041886403589"
"4.04",1,1,"62.73176638176639","61.94914155045735"
"4.05",1,1,"66.78112535612536","64.88266381766383"
"4.06",1,1,"73.45978835978836","68.51253561253561"
"4.07",1,1,"79.76638176638177","75.4468945868946"
